54,白,bái,белый; седой,"白衣服  [bái yīfu] — белое платье 白头发 [bái tóufa] — седые волосы"
55,百,bǎi,сто; сотня,
56,百分点,bǎifēndiǎn,процент (чего-либо),
57,摆,bǎi,ставить; класть,"把花瓶摆在桌子上 [bǎ huāpíng bǎi zài zhuōzi shang] — поставить вазу с цветами на стол"
58,摆脱,bǎituō,"отделаться от…; освободиться; выскользнуть из, ускользнуть от","摆脱贫困  [bǎituō pínkùn] — избавиться от нищеты"
59,拜访,bàifǎng,наносить визит; навещать,
60,拜年,bàinián,"поздравлять с Новым годом",
61,拜托,bàituō,"будьте добры!, будьте любезны","拜托您带给他一封 信  [bàituō nín dài gěi tā yīfeng xìn] — будьте добры, передайте ему письмо"
62,败坏,bàihuài,"портить, разлагать; порочить, компрометировать","败坏声誉  [bàihuài shēngyù] — подрывать репутацию"
63,搬,bān,передвигать; переносить; перетаскивать,"搬行李  [bān xíngli] — переносить багаж"
64,班,bān,группа; класс,学班  [xuébān] — учебная группа
65,班主任,bān zhǔrén,классный руководитель,
66,颁布,bānbù,опубликовать; обнародовать,"颁布法令  [bānbù fǎlìng] — опубликовать [издать] декрет"
67,颁发,bānfā,издавать; рассылать,"颁发命令  [bānfā mìnglíng] — издать приказ"
68,斑纹,bānwén,"полосы, цветные полоски (в узоре); расцветка",
69,版本,bǎnběn,издание,
70,半,bàn,половина; полу-; пол-,"半  [yībàn] — (одна) половина 两斤半 [liǎngjīn bàn] — два цзиня с половиной"
71,半途而废,bàntú ér fèi,бросить на полпути,
72,办法,bànfǎ,"способ, метод","有办法  [yǒu bànfǎ] — есть выход"
73,办公室,bàngōngshì,кабинет; офис,
74,办理,bànlǐ,"заниматься (делами); вести (дела)",
75,伴侣,bànlǚ,спутник; партнёр,
76,伴随,bànsuí,"сопровождать; сопутствовать",
77,扮演,bànyǎn,"играть роль; выступать в роли (кого-либо)",
78,帮忙,bāngmáng,помогать; оказывать услугу,"_倒忙  оказать медвежью услугу _了大忙  оказать большую помощь"
79,帮助,bāngzhù,помогать; помощь,
80,绑架,bǎngjià,"похитить; насильственно увести (человека); киднап",
81,榜样,bǎngyàng,"образец, пример","作出榜样  [zuòchū bǎngyàng] — показать пример"
82,磅,bàng,фунт (мера веса); весы; взвешивать,"磅体重  [bàng tǐzhòng] — взвешиваться"
83,棒,bàng,"палка; здорово, замечательно","木棒  [mùbàng] — деревянная палка 字写得真棒  [zì xiěde zhēn bàng] — иероглифы написаны просто замечательно"
84,傍晚,bàngwǎn,"под вечер, к вечеру",
85,包,bāo,"завёртывать, обёртывать;",包饺子  [bāo jiǎozi] ,,,"упаковывать; перевязывать (напр., рану)","— делать [лепить] пельмени 把东西包起来  [bǎ dōngxi bāoqilai] — упаковать вещи 包上伤口 [bāoshang shāngkǒu] — перевязать рану"
86,包庇,bāobì,"брать под защиту; покрывать, выгораживать",
87,包袱,bāofu,узел (с вещами),"打包袱  [dǎ bāofu] — увязать вещи в узел"
88,包裹,bāoguǒ,узел; пакет; посылка,"寄包裹  [jì bāoguǒ] — отправить посылку"
89,包含,bāohán,"содержать в себе; заключать [таить] в себе",
90,包括,bāokuò,"охватывать, включать; в том числе",
91,包围,bāowéi,"окружать, брать в кольцо",
92,包装,bāozhuāng,упаковывать; упаковка,
93,包子,bāozi,паровые пирожки,"肉包子  [ròu bāozi] — пирожок с мясом"
94,饱,bǎo,насытиться; досыта,"我已经饱了  [wǒ yǐjing bǎole] — я уже сыт 饱汉不知饿 汉饥  [bǎohàn bùzhī èhàn jī] — сытый голодного не разумеет"
95,饱和,bǎohé,насыщение; насыщенный,
96,饱经沧桑,bǎojīngcāng sāng,"претерпеть превратности судьбы; немало испытать (пережить) на своём веку",
97,宝贝,bǎobèi,"драгоценность; сокровище; ребеночек; золотко",
98,薄,báo,тонкий,"薄片  [báopián] — тонкий ломтик 这纸" ,,,,"很薄  [zhèi zhǐ hěn báo] — эта бумага очень тонкая"
99,宝贵,bǎoguì,драгоценный; ценный,
100,保持,bǎochí,"сохранять, поддерживать; соблюдать","保持清洁  [bǎochí qīngjié] — поддерживать чистоту 保持中立 [bǎochí zhōnglì] — сохранять нейтралитет 保持寂静  [bǎochí jìjìng] — соблюдать тишину"
101,保存,bǎocún,хранить; сохранять,"保存古迹  [bǎocún gǔjī] — сохранять древние памятники"
102,保管,bǎoguǎn,хранить; содержать; управлять,"保管文件  [bǎoguǎn wénjiàn] — хранить документы"
103,保护,bǎohù,защищать; охранять; охрана,"保护国家利益 [bǎohù guójiā lìyì] — защищать интересы страны 劳动保护  [láodòng bǎohù] — охрана труда"
104,保留,bǎoliú,сохранять,"保留老传统  [bǎoliú lǎo chuántǒng] — сохранять старые традиции"
105,保密,bǎomì,"сохранять тайну; держать в секрете",
106,保姆,bǎomǔ,"воспитательница, няня",
107,保守,bǎoshǒu,сохранять; соблюдать,"保守秘密  [bǎoshǒu mìmì] — соблюдать тайну"
108,保卫,bǎowèi,защищать; охранять; оборонять,"保卫祖国  [bǎowèi zǔguó] — защищать родину"
109,保险,bǎoxiǎn,страховать; страхование;,人寿保险  [rénshòu ,,,страховой; безопасный; предохранительный,"bǎoxiǎn] — страхование жизни保险刀 [bǎoxiǎndāo] — безопасная бритва"
110,保养,bǎoyǎng,беречь,"保养身体  [bǎoyǎng shēntǐ] — беречь здоровье"
111,保障,bǎozhàng,"гарантировать; обеспечивать; гарантия; обеспечение","保障人权 [bǎozhàng rénquán] — гарантировать права человека"
112,保证,bǎozhèng,гарантировать; ручаться; обязываться; гарантия; залог; обязательство,"提出保证  [tíchū bǎozhèng] — предоставлять гарантии; давать обязательство"
113,保重,bǎozhòng,"беречь себя; заботиться о своём здоровье",
114,抱负,bàofù,"нести в охапке и за плечами, брать с собой; ноша",
115,抱,bào,"обнимать; охватывать руками",
116,抱歉,bàoqiàn,"сожалеть, выражать сожаление; к сожалению",
117,抱怨,bàoyuàn,"роптать; жаловаться; сетовать",
118,报仇,bàochóu,"отомстить; месть; возмездие",
119,报酬,bàochou,"вознаграждение; плата, оплата","劳动报酬  [láodòng bàochou] — вознаграждение [плата] за труд"
120,报答,bàodá,"отблагодарить; воздать; отплатить",
121,报到,bàodào,явиться и доложить о прибытии,"按时报到  [ànshí bàodào] — явиться в срок"
122,报道,bàodào,"сообщать, информировать","据新华社报道  [jù xīnhuáshè bàodào] — по сообщениям" ,,,,агентства Синьхуа
123,报复,bàofù,"отплатить, отомстить; реванш",
124,报告,bàogào,докладывать; доносить; рапортовать; отчитываться,"总结报告  [zǒngjié bàogào] — отчётный доклад"
125,报名,bàomíng,"записаться, зарегистрироваться",
126,报社,bàoshè,редакция газеты,
127,报销,bàoxiāo,"отчитаться (в деньгах); баланс, отчёт [о выполнении сметы]",
128,报纸,bàozhǐ,газета; газеты,
129,爆发,bàofā,извергаться; извержение,"火山爆发  [huǒshān bàofā] — извержение вулкана"
130,爆炸,bàozhà,взрываться; разрываться,"炮弹没有爆炸 [pàodàn méiyǒu bàozhà] — снаряд не взорвался 人口爆炸  [rénkǒu bàozhà] — демографический взрыв"
131,曝光,bàoguāng,экспозиция; выдержка,"曝光计 [bàoguāngjì] — экспонометр"
132,暴力,bàolì,насилие; грубая сила,"使用暴力  [shǐyòng bàolì] — прибегать к насилию"
133,暴露,bàolù,"вскрыть, обнажить, раскрыть","自我暴露  [zìwǒ bàolù] — саморазоблачение"
134,悲哀,bēi’āi,"печальный, скорбный; печаль; горе","悲哀的样子 [bēi’āide yàngzi] — скорбный вид"
135,悲惨,bēicǎn,трагический; трагичный,"悲惨的结局 [bēicǎnde jiéjú] — трагический исход [конец]"
136,悲观,bēiguān,пессимистический,"悲观的情绪 [bēiguānde qíngxù] — пессимистическое настроение"
137,卑鄙,bēibǐ,"подлый, низкий, мерзкий",
138,杯子,bēizi,"стакан; кружка; бокал; рюмка",
139,北方,běifāng,север; северный,
140,北极,běijí,Северный полюс,"北极地带  [běijí dìdài] — Арктика 北极光  [běijíguāng] — северное сияние"
141,北京,běijīng,Пекин,
142,倍,bèi,раз; крат,"物价上涨三倍 [wùjià shàngzhǎng sānbèi] — цены на товары выросли в 4 раза 增加到两倍 [zēngjiā dào liǎngbèi] — увеличиться в 2 раза"
143,被,bèi,сл. слово для выражения пассива,"树被风刮倒了  [shù bèi fēng guādǎole] — дерево повалено ветром 他被选为代表  [tā bèi xuǎnwéi dàibiǎo] — он избран делегатом"
144,被动,bèidòng,быть пассивным; пассивный,"陷于被动  [xiànyú bèidòng] — попасть в зависимое положение"
145,被告,bèigào,"обвиняемый; подсудимый; ответчик",
146,被子,bèizi,одеяло,
147,背,bèi,спина; спинка,"椅背  [yǐbèi] — спинка стула 背痛 [bèitòng] — боли в спине"
148,背景,bèijǐng,"задняя декорация; задний план, задник; фон","历史背景  [lìshǐ bèijǐng] — исторический фон"
149,背叛,bèipàn,изменить; предать; измена,
150,背诵,bèisòng,"читать наизусть, декламировать",
151,备份,bèifèn,"резервная копия, бэкап",
152,备忘录,bèiwànglù,меморандум,
153,贝壳,bèiké,раковина; ракушка,
154,奔波,bēnbō,"бегать, хлопотать; гонка, беготня, хлопоты",
155,奔驰,bēnchí,"мчаться, нестись",
156,本,běn,"счётное слово для растений, цветов",
157,本科,běnkē,"основные предметы преподавания",
158,本来,běnlái,"первоначальный; истинный; изначальный; первоначально",
159,本领,běnlǐng,умение; навыки; мастерство,"有本领  [yǒu běnlǐng] — 1) обладать умением 2) способный; умелый"
160,本能,běnnéng,инстинкт; инстинктивно,"自卫的本能 [zìwèide běnnéng] — инстинкт самосохранения 本能地闭上眼睛 [běnnéngde bìshang yǎnjing] — инстинктивно закрыть глаза"
161,本钱,běnqián,капитал; деньги,
162,本人,běnrén,я; сам; лично,
163,本身,běnshēn,сам; сам по себе; свой; собственный,"他本身  [tā běnshēn] — он сам"
164,本事,běnshi,способности; умение,
165,本着,běnzhe,"на основании; в соответствии с…",
166,本质,běnzhì,"сущность, суть, существо","问体的本质 [wèntíde běnzhì] — суть проблемы"
167,笨,bèn,глупый; тупой,"他很笨  [tā hén bèn] — он очень тупой 笨主意  [bèn zhǔyì] — глупая идея"
168,笨拙,bènzhuō,"неуклюжий; неловкий; неловкость",
169,崩溃,bēngkuì,"потерпеть крах; крах, крушение","处于崩溃的边缘 [chǔyú bēngkuìde biānyuán] — находиться [быть] на грани краха"
170,甭,béng,"не надо, незачем; не стоит","告诉他  ,  甭来 [gàosu tā, béng lái] — скажи ему, незачем [не надо] приходить"
171,蹦,bèng,"прыгать, скакать; подпрыгивать",
172,迸发,bèngfā,"брызнуть; посыпаться (напр., об искрах); разразиться (смехом)",
173,逼迫,bīpò,"вынуждать, заставлять",
174,鼻涕,bítì,сопли,"流鼻涕  [liú bítì] — из носа течёт; насморк"
175,鼻子,bízi,нос,
176,比,bǐ,сравнивать; в сравнении,"比力气  [bǐ lìqì] — помериться силами 他比我高  [tā bǐ wǒ gāo] — он выше меня ростом"
177,比方,bǐfang,пример; например,"比方说  [bǐfang shuō] — к примеру сказать; например"
178,比较,bǐjiào,сравнительно,"写得比较好  [xiěde bǐjiào hǎo] — написано сравнительно" ,,,,хорошо
179,比例,bǐlì,пропорция; соотношение,"比例失调  [bǐlì shītiáo] — нарушение пропорции; диспропорция"
180,比如,bǐrú,например; к примеру,
181,比赛,bǐsài,"соревнования, состязания; турнир","射击比赛  [shèjī bǐsài] — соревнования по стрельбе"
182,比喻,bǐyù,"образное выражение; метафора",
183,比重,bǐzhòng,удельный вес,
184,彼此,bǐcǐ,и тот и другой; обе стороны; взаимно,"彼此不和  [bǐcǐ bù hé] — не ладить друг с другом 彼此 尊重  [bǐcǐ zūnzhòng] — уважать друг друга"
185,笔记本,bǐjìběn,ноутбук,
186,臂,bì,рука (выше кисти); предплечье,"左臂  [zuǒbì] — левая рука; левое предплечье"
187,弊病,bìbìng,недостаток; порок,
188,弊端,bìduān,злоупотребление,
189,必定,bìdìng,"обязательно, непременно; неизбежно",
190,必然,bìrán,"неизбежно; непременно; неизбежный",
191,必须,bìxū,"необходимо, должно",
192,必需,bìxū,"необходимый, нужный, требуемый","必需品  [bìxūpǐn] — предметы [товары] первой необходимости"
193,必要,bìyào,"необходимый, нужный; необходимость","必要时  [bìyàoshí] — в случае необходимости"
194,毕竟,bìjìng,"в конце концов; всё-таки, всё же",
195,毕业,bìyè,закончить курс; окончить (учебное заведение),"毕业论文  [bìyè lùnwén] — дипломная работа毕业证书  [bìyè zhèngshū] — диплом; аттестат"
196,避免,bìmiǎn,избегать; избавляться от,"不可避免的  [bùkě bìmiǎnde] — неизбежный"
197,闭塞,bìsè,"заложить (напр., нос); блокировка","自动闭塞 автоблокировка"
198,碧玉,bìyù,яшма,
199,鞭策,biāncè,"побуждать; подстёгивать; подхлёстывать",
200,鞭炮,biānpào,"хлопушка, петарда",
201,编辑,biānjí,редактировать; редакция,"总编辑  [zǒngbiānjí] — главный редактор"
202,编织,biānzhī,вязать; плести,
203,边疆,biānjiāng,"пограничные районы; окраина (страны)",
204,边界,biānjiè,граница; пограничная линия; рубеж,"边界线 [biānjièxiàn] — пограничная линия"
205,边境,biānjìng,граница; пограничная зона [полоса],"边境贸易  [biānjìng màoyì] — приграничная торговля"
206,边缘,biānyuán,край; грань; граница,"边缘科学  [biānyuán kèxué] — смежные отрасли науки"
207,扁,biǎn,плоский; сплющенный; приплюснутый,"一只扁盒子  [yīzhī biǎn hézi] — плоская коробочка"
208,贬低,biǎndī,"принижать, умалять","贬低威信  [biǎndī wēixìn] — умалять авторитет"
209,贬义,biǎnyì,отрицательный оттенок,"贬义词  [biǎnyìcí] — слово с уничижительным оттенком"
210,遍,biàn,весь; повсюду,"走遍全国  [zǒubiàn quánguó] — объездить всю страну 我们的朋友遍天下  [wǒmende péngyou biàn tiānxià] — у нас друзья есть повсюду в мире 请再说遍  [qǐng zài shuō yībiàn] — повторите, пожалуйста, ещё раз"
211,遍布,biànbù,иметься на каждом шагу; находиться повсюду,"遍布全国  [biànbù quánguó] — иметься во всех уголках страны; быть распространённым по всей стране"
212,便,biàn,удобный; удобно,"随你的便  [suí nǐde biàn] — как вам угодно 便于携带 [biànyú xiédài] — удобно носить с собой"
213,便利,biànlì,удобный; удобство,
214,便条,biàntiáo,записка,
215,便于,biànyú,"удобно; удобный для чего-либо",
216,变故,biàngù,"перемена (к худшему); несчастный случай; неприятное событие; инцидент, происшествие",
217,变化,biànhuà,"изменение, перемена; сдвиг; перемены","变化无常  [biànhuà wúcháng] — переменчивый, изменчивый"
218,变迁,biànqiān,перемены; изменения,
219,变质,biànzhì,"переродиться, выродиться",
220,辩护,biànhù,защищать; защита,"辩护人  [biànhùrén] — защитник, адвокат"
221,辩解,biànjiě,"оправдывать; выгораживать",
222,辩论,biànlùn,"дебатировать, дискутировать, полемизировать; прения, дебаты; диспут","辩论会  [biànlùnhuì] — диспут (собрание)"
223,辩证,biànzhèng,диалектический,"辩证唯物主义 [biànzhèng wéiwùzhǔyì] — диалектический материализм"
224,辨认,biànrèn,распознать; опознать,
225,辫子,biànzi,коса; косичка,"留辫子  [liú biànzi] — носить косу [косичку]"
226,标本,biāoběn,образец; образчик; проба,
227,标点,biāodiǎn,"круглая точка (общий знак препинания)",
228,标记,biāojì,"отметка, метка; помета; меченый",
229,标题,biāotí,"заголовок, заглавие",
230,标志,biāozhì,"показатель; критерий; знак",
231,标准,biāozhǔn,"стандарт; норма; критерий; стандартный; нормативный","符合标准  [fúhé biāozhǔn] — соответствовать стандарту [норме]标准音 [biāozhǔnyīn] — нормативное [литературное] произношение"
232,飙升,biāoshēng,"стремительно подниматься; быстро   набирать высоту",
233,表达,biǎodá,"выражать (напр., мысли); передавать (смысл)",
234,表格,biǎogé,бланк; форма,
235,表决,biǎojué,голосовать; голосование,"表决权 [biǎojuéquán] — право голоса"
236,表面,biǎomiàn,"внешняя сторона; внешний; поверхностный",
237,表明,biǎomíng,"свидетельствовать, показывать; выражать",
238,表情,biǎoqíng,"выражение (лица); экспрессия",
239,表示,biǎoshì,выражать; высказывать; заявлять,"表示不安  [biǎoshì bù’ān] — выразить обеспокоенность"
240,表态,biǎotài,"выразить свою точку зрения",
241,表现,biǎoxiàn,"проявлять(ся); проявление; воплощение",
242,表演,biǎoyǎn,"исполнять; играть (на сцене)",
243,表扬,biǎoyáng,"отмечать, поощрять",
244,表彰,biǎozhāng,восхвалять; хвалить,
245,憋,biē,удержаться; сдержаться,"憋住不哭  [biēzhù bù kū] — сдержать слёзы"
246,别,bié,"расставаться, разлучатьсяне нужно; нечего; не","别家  [biéjiā] — расстаться с семьёй 别动  ! [bié dòng] — не двигаться!, ни с места!"
247,别人,biéren,"другие; посторонние, чужие",
248,别墅,biéshù,"загородный дом, дача",
249,别致,biézhi,"своеобразный, оригинальный, необыкновенный",
250,别扭,bièniu,упрямый; строптивый; непослушный,"闹别扭  [nào bièniu] — ссориться; быть не в ладах"
251,宾馆,bīnguǎn,гостиница,
252,濒临,bīnlín,возле; около; близ,
253,冰雹,bīngbáo,град,
254,冰箱,bīngxīang,холодильник,
255,丙,bǐng,третий циклический знак,
256,饼干,bǐnggān,печенье; бисквит,
257,并存,bìngcún,сосуществование,
258,并非,bìngfēi,"вовсе не…, отнюдь не…",
259,并列,bìngliè,поставить в один ряд,
260,并且,bìngqiě,к тому же; вместе с тем; и,
261,病毒,bìngdú,вирус; вирусный,
262,拨打,bōdǎ,звонить (по телефону),
263,播放,bōfàng,"вещание; проигрывать (фильм)",
264,播种,bōzhòng,сеять; сев,
265,波浪,bōlàng,волна,"波浪式  [bōlàngshī] — волнообразный; волнистый"
266,波涛汹涌,bōtāoxiōngy ǒng,"бушующий, штормящий, бурлящий",
267,玻璃,bōli,стекло; стеклянный,
268,剥削,bōxuē,"эксплуатировать; эксплуатация",
269,博大精深,bódàjīngshē n,широкая образованность; эрудиция,
270,博览会,bólǎnhuì,ярмарка; выставка,
271,博士,bóshì,доктор (наук),"博士论文  [bóshì lùnwén] — докторская диссертация"
272,博物馆,bówùguǎn,музей,
273,搏斗,bódòu,схватка; вступить в схватку,"生死搏斗  [shēngsǐ bódòu] — схватка не на жизнь, а на смерть"
274,伯母,bómǔ,"тётя (жена старшего брата отца)",
275,薄弱,bóruò,"слабый; немощный; хрупкий",
276,脖子,bózi,шея,"掐脖子  [qiā bózi] — взять за горло"
277,不必,bùbì,"не стоит; не следует; не к чему",
278,不但,bùdàn,не только,"不但  …,  而且  … [bùdàn..., érqiě...] — не только…, но и…"
279,不断,bùduàn,"непрерывно; непрерывный",
280,不顾,bùgù,не обращать внимания; пренебрегать,"不顾一切  [bùgù yīqiè] — невзирая ни на что"
281,不过,bùguò,однако; впрочем; всего лишь; только,"他不过二十岁  [tā bùguò èrshí suì] — ему всего лишь двадцать лет"
282,不见得,bùjiànde,"вряд ли, едва ли",
283,不客气,bùkěqi,не церемоньтесь!; не стесняйтесь!,
284,不愧,bùkuì,"быть достойным; оправдать (напр., доверие)",
285,不料,bùliào,"кто бы мог подумать; вопреки ожиданиям",
286,不耐烦,bùnàifán,потерять терпение; нетерпение; нетерпеливый,
287,不像话,bùxiànghuà,"ни на что не похожий; чепуха, вздор, чушь, околесица",
288,不屑一顾,bùxièyīgù,не удостоить и взгляда,
289,不要紧,bùyàojǐn,"не имеет значения; несущественный; ничего!, неважно!",
290,补偿,bǔcháng,"возмещать; компенсировать; компенсация","补偿损失  [bǔcháng sǔnshī] — компенсировать потери 补偿贸易 [bǔcháng màoyì] — компенсационная торговля"
291,补充,bǔchōng,"дополнять; пополнять; дополнение;", ,,,дополнительный,
292,补救,bǔjiù,поправить; исправить; восполнить,"补救缺陷  [bǔjiù quēxiàn] — восполнить пробелы"
293,补贴,bǔtiē,"материальная помощь; пособие",
294,哺乳,bǔrǔ,кормить (грудью),
295,捕捉,bǔzhuō,"схватить, арестовать; изловить",
296,不,bù,отрицательная частица не,"我不去  [wǒ bùqù] — я не пойду [не поеду]"
297,不安,bù’ān,"беспокойство; тревога; волнение",
298,不得不,bùdébù,"нельзя не…, быть вынужденным, необходимо, только и остаётся, что…",
299,不得了,bùdéliǎo,"беда; дело дрянь; крайне; в высшей степени; страшно",
300,不得已,bùdéyǐ,"поневоле; только и остаётся, что; вынужденный",
301,不妨,bùfáng,"ничто не мешает, вполне возможно",
302,不敢当,bùgǎndāng,"не заслужил такой чести!, не достоин!",
303,不管,bùguǎn,"несмотря на (то, что); независимо от того; как бы ни; будь то; кто бы ни","不管是谁  [bùguǎn shì shuí] — кто бы то ни был"
304,不好意思,bùhǎoyìsi,неловко; неудобно; стесняться,"他不好意思再问  [tā bùhǎoyìsi zàiwèn] — он постеснялся переспросить"
305,不禁,bùjīn,"невольно; не удержаться от чего-либо",
306,不仅,bùjǐn,не только,
307,不堪,bùkān,невозможно; не быть в состоянии,不堪设想  [bùkān shèxiǎng] — ,,,,"невозможно себе представить"
308,不可思议,bùkě sīyì,"невообразимый; непостижимый; немыслимый",
309,不免,bùmiǎn,"невольно, волей-неволей; неизбежно",
310,不然,bùrán,неправильно; не так; нет,
311,不如,bùrú,"уступать кому-либо/чему-либо в чём-либо; быть хуже","我这匹马不如你那 匹马快  моя лошадь не так быстра, как твоя"
312,不时,bùshí,"в ненадлежащее время, в любое время, когда угодно",
313,不惜,bùxī,"не пожалеть чего-либо; не остановиться перед чем-либо","不惜一切  [bùxī yīqiè] — не пожалеть ничего"
314,不相上下,bùxiāng shàngxià,"одинаковый, равноценный, одного уровня",
315,不言而喻,bùyán ér yù,само собой разумеется; без слов понятно,
316,不由得,bùyóude,невольно; поневоле,"她不由得笑了  [tā bùyóude xiàole] — она невольно рассмеялась"
317,不择手段,bùzéshǒuduà n,"быть неразборчивым в средствах, не останавливаться ни перед чем",
318,不止,bùzhǐ,"безостановочно; беспрестанно",
319,不足,bùzú,недостаточно; не хватает; нехватка,"人手不足  [rénshǒu bùzú] — недостаточно [не хватает] рабочих рук [рабочей силы]"
320,布,bù,"ткань; хлопчатобумажный; матерчатый","买一米布  [mǎi yī mǐ bù] — купить один метр ткани"
321,布告,bùgào,объявление,
322,布局,bùjú,"размещение, расстановка",
323,布置,bùzhì,"расставлять, располагать; оформлять; распределить; спланировать","布置家具  [bùzhì jiāju] — расставить мебель 布置任务 [bùzhì rènwù] — дать задание; поставить задачу布置工作  [bùzhì gōngzuò] — спланировать работу"
324,步伐,bùfá,шаги; поступь,
325,步骤,bùzhòu,шаг; мера,
326,部分,bùfen,часть; доля,
327,部门,bùmén,"отрасль; учреждения; органы; ведомства",
328,部署,bùshǔ,"расположить; дислоцировать; расположение; дислокация",
329,部位,bùwèi,расположение; место,
330,擦,cā,"тереть, вытирать, чистить; драить","擦背  [cā bèi] — тереть спину 擦桌 子  [cā zhuōzi] — вытереть стол; стереть со стола"
331,猜,cāi,догадываться; угадывать,"猜不出  [cāibuchū] — не угадать; теряться в догадках猜谜语  [cāi míyǔ] — разгадывать загадки"
332,才,cái,"только, только что; только тогда; только в этом случае","我今天才来  [wǒ jīntiān cái lái] — я прибыл только сегодня 他才来  [tā cái lái] — он только что пришёл"
333,才干,cáigàn,способности,
